Identifier,Type,AttributeType,Sequence,Displayable,Searchable,Comparable,Facetable,STOREDISPLAY,Merchandisable,AttributeField1,AttributeField2,AttributeField3,LanguageId,Name,Description,SecondaryDescription,AssociatedKeyword,Field1,Footnote,UnitOfMeasure,Store,HeaderName,MultiLang,MultiValue,MinOcurrences,MaxLength,LkupType,AttrValPrefix,LkupTableName,SequencingEnabled,FacetableMultiSelect
EMR Detected Gas,STRING,2,3051,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Detected Gas,EMR Detected Gas,,,,,,EMR,Detected Gas,TRUE,50,,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,TRUE,FALSE
EMR Housing Material,STRING,2,3071,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Housing Material,EMR Housing Material,,,,,,EMR,Housing Material,TRUE,50,,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,TRUE,FALSE
EMR Max Flow Rate,STRING,2,3085,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Max. Flow Rate,EMR Max Flow Rate,,,,,,EMR,Max. Flow Rate,TRUE,50,,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,TRUE,FALSE
EMR Overpressure Protection,STRING,2,3105,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Overpressure Protection,EMR Overpressure Protection,,,,,,EMR,Overpressure Protection,TRUE,50,,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,TRUE,FALSE
EMR Pressure Port/Fitting,STRING,2,3111,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Pressure Port/Fitting,EMR Pressure Port/Fitting,,,,,,EMR,Pressure Port/Fitting,TRUE,50,,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,TRUE,FALSE
EMR Tank Volume,STRING,2,3149,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Tank Volume,EMR Tank Volume,,,,,,EMR,Tank Volume,TRUE,50,,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,TRUE,FALSE
EMR Viscosity,STRING,2,3161,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Viscosity,EMR Viscosity,,,,,,EMR,Viscosity,TRUE,50,,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,TRUE,FALSE
EMR Maximum Quantity,STRING,2,3165,TRUE,FALSE,FALSE,FALSE,,FALSE,,,,-1,Maximum Quantity,EMR Maximum Quantity,,,,,,EMR,Maximum Quantity,FALSE,1,,50,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,TRUE,FALSE
EMR Quantity Increment,STRING,2,3166,TRUE,FALSE,FALSE,FALSE,,FALSE,,,,-1,Quantity Increment,EMR Quantity Increment,,,,,,EMR,Quantity Increment,FALSE,1,,50,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,TRUE,FALSE
EMR Selling UOM,STRING,2,3167,TRUE,FALSE,FALSE,FALSE,,FALSE,,,,-1,Selling UOM,EMR Selling UOM,,,,,,EMR,Selling UOM,FALSE,1,,50,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,TRUE,FALSE
EMR California Prop 65 Cancer or Reproductive Harm,STRING,1,3168,TRUE,TRUE,TRUE,FALSE,,TRUE,,,,-1,California Prop 65 Cancer or Reproductive Harm,EMR California Prop 65 Cancer or Reproductive Harm,,,,,,EMR,California Prop 65 Cancer or Reproductive Harm,FALSE,1,0,5,STRING_ENUMERATION,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,TRUE,FALSE
EMR Tap Type,STRING,1,3171,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Tap Type,EMR Tap Type,,,,,,EMR,Tap Type,FALSE,1,,50,STRING_ENUMERATION,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,TRUE,TRUE
EMR Water Type,STRING,1,3172,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Water Type,EMR Water Type,,,,,,EMR,Water Type,FALSE,1,,50,STRING_ENUMERATION,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,TRUE,TRUE
EMR Return Eligibility,STRING,1,3173,TRUE,FALSE,FALSE,FALSE,,TRUE,,,,-1,Return Eligibility,,,,,,,EMR,Return Eligibility,FALSE,1,0,10,STRING_ENUMERATION,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,TRUE,FALSE
EMR Standard Carton,STRING,2,3174,TRUE,FALSE,FALSE,FALSE,,FALSE,,,,-1,Standard Carton,,,,,,,EMR,Standard Carton,FALSE,1,0,50,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,TRUE,FALSE
EMR Standard Case,STRING,2,3175,TRUE,FALSE,FALSE,FALSE,,FALSE,,,,-1,Standard Case,,,,,,,EMR,Standard Case,FALSE,1,0,50,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,TRUE,FALSE
EMR UPC,STRING,2,3176,TRUE,FALSE,FALSE,FALSE,,FALSE,,,,-1,UPC,,,,,,,EMR,UPC,FALSE,1,0,50,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,TRUE,FALSE
EMR Blade Color,STRING,1,3178,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Blade Color,,,,,,,EMR,Blade Color,TRUE,50,0,100,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Blade Color Lookup Table,TRUE,TRUE
EMR Packaging Options,STRING,2,3180,TRUE,FALSE,FALSE,FALSE,,FALSE,,,,-1,Packaging Option,EMR Packaging Options,,,,,,EMR,Packaging Option,FALSE,50,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,TRUE,FALSE
EMR COP,STRING,2,3181,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,COP,EMR COP,,,,,,EMR,COP,TRUE,1,0,50,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,TRUE,FALSE
EMR Replacement Type,STRING,2,3182,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Replacement Type,EMR Replacement Type,,,,,,EMR,Replacement Type,TRUE,50,0,100,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,TRUE,FALSE
EMR Blade Length,STRING,2,3183,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Blade Length,EMR Blade Length,,,,,,EMR,Blade Length,TRUE,1,0,10,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,TRUE,FALSE
EMR Model Name,STRING,2,3184,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Model Name,EMR Model Name,,,,,,EMR,Model Name,TRUE,50,0,300,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,TRUE,FALSE
EMR Utility Belt_MyEmerson Sign In,STRING,2,3185,TRUE,FALSE,FALSE,FALSE,,FALSE,,,,-1,MyEmerson,,,,,,,EMR,,TRUE,1,,2000,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,FALSE,FALSE
EMR Utility Belt_Select Online,STRING,2,3186,TRUE,FALSE,FALSE,FALSE,,FALSE,,,,-1,Select Online,,,,,,,EMR,,TRUE,1,,2000,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,FALSE,FALSE
EMR Utility Belt_Controls Navigator,STRING,2,3187,TRUE,FALSE,FALSE,FALSE,,FALSE,,,,-1,Controls Navigator,,,,,,,EMR,,TRUE,1,,2000,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,FALSE,FALSE
EMR Controls Navigator CTA,STRING,2,3188,TRUE,FALSE,FALSE,FALSE,,FALSE,,,,-1,Controls Navigator,,,,,,,EMR,,FALSE,1,0,2000,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes,,FALSE,FALSE
EMR HidePriceB2C,STRING,1,3189,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,-1,HidePriceB2C,EMR HidePriceB2C,,,,,,EMR,HidePriceB2C,FALSE,1,0,10,STRING_ENUMERATION,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,TRUE,FALSE
EMR Detected Flame,STRING,1,3190,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Detected Flame,EMR Detected Flame,,,,,,EMR,Detected Flame,TRUE,50,0,50,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Detected Flame Lookup Table,TRUE,TRUE
EMR Replacement Category,STRING,2,3191,TRUE,TRUE,FALSE,TRUE,,FALSE,,,,-1,Replacement Category,EMR Replacement Category,,,,,,EMR,Replacement Category,FALSE,50,0,100,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,TRUE,FALSE
EMR Vacuums,STRING,1,3192,TRUE,TRUE,FALSE,TRUE,,TRUE,,,,-1,Vacuums,EMR Vacuums,,,,,,EMR,Vacuums,FALSE,50,0,100,STRING_ENUMERATION,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,TRUE,TRUE
EMR HideCatEntAttr,STRING,2,3193,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,-1,HideCatEntAttr,EMR HideCatEntAttr,,,,,,EMR,HideCatEntAttr,FALSE,100,,50,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,FALSE,FALSE
EMR AWEF Outdoor Freezer Compliant,STRING,1,3194,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,AWEF Outdoor Freezer Compliant,EMR AWEF Outdoor Freezer Compliant,,,,,,EMR,AWEF Outdoor Freezer Compliant,FALSE,50,0,50,STRING_ENUMERATION,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,FALSE,TRUE
EMR AWEF Outdoor Cooler Compliant,STRING,1,3195,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,AWEF Outdoor Cooler Compliant,EMR AWEF Outdoor Cooler Compliant,,,,,,EMR,AWEF Outdoor Cooler Compliant,FALSE,50,0,50,STRING_ENUMERATION,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,FALSE,TRUE
EMR AWEF Indoor Freezer Compliant,STRING,1,3196,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,AWEF Indoor Freezer Compliant,EMR AWEF Indoor Freezer Compliant,,,,,,EMR,AWEF Indoor Freezer Compliant,FALSE,50,0,50,STRING_ENUMERATION,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,FALSE,TRUE
EMR AWEF Indoor Cooler Compliant,STRING,1,3197,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,AWEF Indoor Cooler Compliant,EMR AWEF Indoor Cooler Compliant,,,,,,EMR,AWEF Indoor Cooler Compliant,FALSE,50,0,50,STRING_ENUMERATION,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,FALSE,TRUE
EMR Tool,STRING,2,3198,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Tool,EMR Tool,,,,,,EMR,Tool,FALSE,50,0,25,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,FALSE,FALSE
EMR Kit Type,STRING,2,3199,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Kit Type,EMR Kit Type,,,,,,EMR,Kit Type,FALSE,50,0,25,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,TRUE,FALSE
EMR Workspace Product Type,STRING,1,3200,FALSE,TRUE,,FALSE,,TRUE,,,,-1,Workspace Product Type,EMR Workspace Product Type,,,,,,EMR,Workspace Product Type,FALSE,1,0,50,STRING_ENUMERATION,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,FALSE,TRUE
EMR LED color,STRING,1,3201,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,LED color,EMR LED color,,,,,,EMR,LED color,TRUE,50,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,LED color Lookup Table,TRUE,TRUE
EMR Compressed air connection,STRING,1,3202,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Compressed air connection,EMR Compressed air connection,,,,,,EMR,Compressed air connection,TRUE,50,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Compressed air connection Lookup Table,TRUE,TRUE
EMR Compressed air connection 2,STRING,1,3203,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Compressed air connection 2,EMR Compressed air connection 2,,,,,,EMR,Compressed air connection 2,TRUE,50,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Compressed air connection 2 Lookup Table,TRUE,TRUE
EMR Compressed air connection input,STRING,1,3204,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Compressed air connection input,EMR Compressed air connection input,,,,,,EMR,Compressed air connection input,TRUE,50,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Compressed air connection input Lookup Table,TRUE,TRUE
EMR Compressed air connection output,STRING,1,3205,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Compressed air connection output,EMR Compressed air connection output,,,,,,EMR,Compressed air connection output,TRUE,50,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Compressed air connection output Lookup Table,TRUE,TRUE
EMR Compressed air connection type 2,STRING,1,3206,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Compressed air connection type 2,EMR Compressed air connection type 2,,,,,,EMR,Compressed air connection type 2,TRUE,50,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Compressed air connection type 2 Lookup Table,TRUE,TRUE
EMR Compressed air connection type,STRING,1,3207,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Compressed air connection type,EMR Compressed air connection type,,,,,,EMR,Compressed air connection type,TRUE,50,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Compressed air connection type Lookup Table,TRUE,TRUE
EMR Activation,STRING,1,3208,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Activation,EMR Activation,,,,,,EMR,Activation,TRUE,50,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Activation Lookup Table,TRUE,TRUE
EMR Adjustable cushioning,STRING,1,3209,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Adjustable cushioning,EMR Adjustable cushioning,,,,,,EMR,Adjustable cushioning,TRUE,50,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Adjustable cushioning Lookup Table,TRUE,TRUE
EMR Coding,STRING,1,3210,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Coding,EMR Coding,,,,,,EMR,Coding,TRUE,1,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Coding Lookup Table,FALSE,TRUE
EMR Chain suitable,STRING,1,3211,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Chain suitable,EMR Chain suitable,,,,,,EMR,Chain suitable,TRUE,50,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Chain suitable Lookup Table,TRUE,TRUE
EMR Condensate drain,STRING,1,3212,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Condensate drain,EMR Condensate drain,,,,,,EMR,Condensate drain,TRUE,1,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Condensate drain Lookup Table,FALSE,TRUE
EMR Cushioning,STRING,1,3213,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Cushioning,EMR Cushioning,,,,,,EMR,Cushioning,TRUE,50,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Cushioning Lookup Table,TRUE,TRUE
EMR Piston rod modification,STRING,1,3214,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Piston rod modification,EMR Piston rod modification,,,,,,EMR,Piston rod modification,TRUE,50,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Piston rod modification Lookup Table,TRUE,TRUE
EMR Piston rod thread,STRING,1,3215,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Piston rod thread,EMR Piston rod thread,,,,,,EMR,Piston rod thread,TRUE,50,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Piston rod thread Lookup Table,TRUE,TRUE
EMR Cylinder series,STRING,1,3216,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Cylinder series,EMR Cylinder series,,,,,,EMR,Cylinder series,TRUE,50,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Cylinder series Lookup Table,TRUE,TRUE
EMR Adjustable angle of rotation max,STRING,2,3217,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Adjustable angle of rotation max.,EMR Adjustable angle of rotation max,,,,,,EMR,Adjustable angle of rotation max.,TRUE,50,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,FALSE,FALSE
EMR Bellows,STRING,2,3218,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Bellows,EMR Bellows,,,,,,EMR,Bellows,TRUE,50,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,FALSE,FALSE
EMR Bending radius,STRING,2,3219,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Bending radius,EMR Bending radius,,,,,,EMR,Bending radius,TRUE,50,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,FALSE,FALSE
EMR Bowl Type,STRING,2,3220,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Bowl Type,EMR Bowl Type,,,,,,EMR,Bowl Type,TRUE,1,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,FALSE,FALSE
EMR External Diameter,STRING,2,3221,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,External Diameter,EMR External Diameter,,,,,,EMR,External Diameter,TRUE,50,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,FALSE,FALSE
EMR For cylinder diameter,STRING,2,3222,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,For cylinder diameter,EMR For cylinder diameter,,,,,,EMR,For cylinder diameter,TRUE,50,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,FALSE,FALSE
EMR Hysteresis,STRING,2,3223,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Hysteresis,EMR Hysteresis,,,,,,EMR,Hysteresis,TRUE,50,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,FALSE,FALSE
EMR Qn 1 to 2,STRING,2,3224,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Qn 1 to 2,EMR Qn 1 to 2,,,,,,EMR,Qn 1 to 2,TRUE,1,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,FALSE,FALSE
EMR Qn 2 to 1,STRING,2,3225,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Qn 2 to 1,EMR Qn 2 to 1,,,,,,EMR,Qn 2 to 1,TRUE,1,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,FALSE,FALSE
EMR Volume,STRING,2,3226,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Volume,EMR Volume,,,,,,EMR,Volume,TRUE,1,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,FALSE,FALSE
EMR Wall thickness,STRING,2,3227,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Wall thickness,EMR Wall thickness,,,,,,EMR,Wall thickness,TRUE,1,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,FALSE,FALSE
EMR Piston diameter,STRING,2,3228,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Piston diameter,EMR Piston diameter,,,,,,EMR,Piston diameter,TRUE,1,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,FALSE,FALSE
EMR Sealing Material,STRING,2,3229,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Sealing Material,EMR Sealing Material,,,,,,EMR,Sealing Material,TRUE,50,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,FALSE,FALSE
EMR Gauge Option,STRING,2,3230,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Gauge Option,EMR Gauge Option,,,,,,EMR,Gauge Option,TRUE,1,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,FALSE,FALSE
EMR Nominal width NW,STRING,2,3231,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Nominal width NW,EMR Nominal width NW,,,,,,EMR,Nominal width NW,TRUE,50,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,FALSE,FALSE
EMR number of controlled lines,STRING,2,3232,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,number of controlled lines,EMR number of controlled lines,,,,,,EMR,number of controlled lines,TRUE,1,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,FALSE,FALSE
EMR Number of lines,STRING,2,3233,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Number of lines,EMR Number of lines,,,,,,EMR,Number of lines,TRUE,1,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,FALSE,FALSE
EMR Number of valve positions,STRING,2,3234,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Number of valve positions,EMR Number of valve positions,,,,,,EMR,Number of valve positions,TRUE,50,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,FALSE,FALSE
EMR Standards and Regulations,STRING,2,3235,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Standards and Regulations,EMR Standards and Regulations,,,,,,EMR,Standards and Regulations,TRUE,50,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,FALSE,FALSE
EMR Regulation Range,STRING,2,3236,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Regulation Range,EMR Regulation Range,,,,,,EMR,Regulation Range,TRUE,1,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,FALSE,FALSE
EMR CertificateAvailable,STRING,2,3237,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,-1,CertificateAvailable,EMR CertificateAvailable,,,,,,EMR,CertificateAvailable,FALSE,1,0,50,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,FALSE,FALSE
EMR Switching distance max.,STRING,2,3238,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Switching distance max.,EMR Switching distance max.,,,,,,EMR,Switching distance max.,TRUE,50,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,FALSE,FALSE
EMR Switching pressure max.,STRING,2,3239,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Switching pressure max.,EMR Switching pressure max.,,,,,,EMR,Switching pressure max.,TRUE,50,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,FALSE,FALSE
EMR Supply voltage AC max.,STRING,2,3240,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Supply voltage AC max.,EMR Supply voltage AC max.,,,,,,EMR,Supply voltage AC max.,TRUE,1,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,FALSE,FALSE
EMR Supply voltage DC max.,STRING,2,3241,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Supply voltage DC max.,EMR Supply voltage DC max.,,,,,,EMR,Supply voltage DC max.,TRUE,1,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,FALSE,FALSE
EMR Opening pressure,STRING,2,3242,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Opening pressure,EMR Opening pressure,,,,,,EMR,Opening pressure,TRUE,1,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,FALSE,FALSE
EMR Pressure adjustment range max.,STRING,2,3243,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Pressure adjustment range max.,EMR Pressure adjustment range max.,,,,,,EMR,Pressure adjustment range max.,TRUE,1,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,FALSE,FALSE
EMR Min Fluid Temp,STRING,2,3244,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Min Fluid Temp,EMR Min Fluid Temp,,,,,,EMR,Min Fluid Temp,TRUE,1,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,FALSE,FALSE
EMR Force max.,STRING,2,3245,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Force max.,EMR Force max.,,,,,,EMR,Force max.,TRUE,1,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,FALSE,FALSE
EMR Force min.,STRING,2,3246,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Force min.,EMR Force min.,,,,,,EMR,Force min.,TRUE,1,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,FALSE,FALSE
EMR Max Pressure,STRING,2,3247,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Max Pressure,EMR Max Pressure,,,,,,EMR,Max Pressure,TRUE,1,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,FALSE,FALSE
EMR Measuring range speed max.,STRING,2,3248,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Measuring range speed max.,EMR Measuring range speed max.,,,,,,EMR,Measuring range speed max.,TRUE,50,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,FALSE,FALSE
EMR Guide,STRING,1,3249,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Guide,EMR Guide,,,,,,EMR,Guide,TRUE,50,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Guide Lookup Table,TRUE,TRUE
EMR IO module version,STRING,1,3250,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,I/O module version,EMR IO module version,,,,,,EMR,I/O module version,TRUE,50,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,IO module version Lookup Table,TRUE,TRUE
